weight,height,size
0,0,XXS
118,193,XXXL
67,159,M
66,156,M
93,185,XXL
102,199,XXXL
116,196,XXXL
68,155,M
60,158,S
66,156,M
79,159,L
92,190,XL
57,156,S
0,0,XXS
87,163,XL
58,161,S
73,158,M
56,158,S
118,193,XXXL
72,156,M
92,188,XL
81,156,L
89,161,XL
116,200,XXXL
60,164,S
57,157,S
66,158,M
0,0,XXS
97,186,XXL
78,156,L
94,190,XXL
75,158,M
79,164,L
56,164,S
86,171,XL
112,199,XXXL
81,164,L
95,180,XXL
79,160,L
104,193,XXXL
90,185,XL
85,159,L
72,157,M
91,162,XL
95,176,XXL
71,156,M
82,155,L
89,184,XL
101,197,XXXL
88,161,XL
81,158,L
58,160,S
89,157,XL
77,163,L
67,156,M
59,165,S
88,168,XL
60,155,S
55,165,S
75,164,M
88,175,XL
115,197,XXXL
0,0,XXS
66,159,M
73,165,M
68,159,M
81,160,L
57,163,S
82,156,L
84,165,L
91,183,XL
70,162,M
0,0,XXS
68,161,M
73,164,M
56,159,S
66,164,M
76,165,L
120,193,XXXL
75,157,M
57,159,S
71,163,M
73,156,M
80,155,L
0,0,XXS
68,163,M
60,165,S
68,161,M
73,160,M
80,161,L
79,161,L
69,163,M
98,176,XXL
70,164,M
67,159,M
58,160,S
0,0,XXS
84,159,L
89,158,XL
114,197,XXXL
88,157,XL
102,199,XXXL
0,0,XXS
74,161,M
0,0,XXS
93,186,XXL
79,155,L
74,155,M
66,161,M
57,160,S
72,163,M
0,0,XXS
83,162,L
69,158,M
74,160,M
59,156,S
113,197,XXXL
0,0,XXS
79,163,L
102,196,XXXL
55,155,S
75,161,M
89,180,XL
68,155,M
111,196,XXXL
85,156,L
0,0,XXS
70,157,M
70,155,M
103,195,XXXL
58,162,S
0,0,XXS
84,155,L
107,197,XXXL
90,177,XL
80,164,L
68,156,M
68,158,M
0,0,XXS
56,164,S
71,158,M
69,165,M
74,163,M
66,164,M
0,0,XXS
0,0,XXS
60,159,S
89,160,XL
113,195,XXXL
60,155,S
79,160,L
90,187,XL
76,156,L
68,161,M
70,161,M
82,156,L
113,194,XXXL
68,160,M
72,155,M
118,191,XXXL
71,165,M
88,182,XL
95,170,XXL
104,193,XXXL
90,174,XL
101,200,XXXL
67,158,M
74,156,M
60,155,S
89,155,XL
83,155,L
58,157,S
66,159,M
83,163,L
59,157,S
55,158,S
56,164,S
79,155,L
92,184,XL
78,161,L
69,156,M
59,165,S
67,156,M
107,195,XXXL
0,0,XXS
84,158,L
71,162,M
82,157,L
60,162,S
0,0,XXS
103,192,XXXL
55,158,S
70,155,M
114,200,XXXL
80,155,L
0,0,XXS
0,0,XXS
120,197,XXXL
92,163,XL
99,183,XXL
111,193,XXXL
0,0,XXS
0,0,XXS
108,197,XXXL
70,164,M
76,155,L
110,197,XXXL
75,160,M
119,194,XXXL
81,158,L
114,195,XXXL
89,184,XL
0,0,XXS
94,177,XXL
0,0,XXS
91,155,XL
93,182,XXL
90,161,XL
89,168,XL
58,157,S
76,165,L
0,0,XXS
111,199,XXXL
110,192,XXXL
100,177,XXL
92,173,XL
111,193,XXXL
0,0,XXS
66,165,M
83,162,L
81,164,L
117,198,XXXL
0,0,XXS
112,192,XXXL
56,160,S
66,155,M
90,172,XL
88,172,XL
66,156,M
68,160,M
83,159,L
73,165,M
117,199,XXXL
116,199,XXXL
92,176,XL
70,162,M
58,162,S
56,165,S
80,158,L
98,172,XXL
87,161,XL
88,162,XL
119,197,XXXL
70,160,M
83,164,L
76,163,L
118,200,XXXL
90,169,XL
0,0,XXS
100,190,XXL
66,165,M
59,161,S
59,156,S
86,181,XL
114,192,XXXL
59,155,S
67,160,M
81,160,L
101,197,XXXL
89,163,XL
79,158,L
76,155,L
120,200,XXXL
114,200,XXXL
111,196,XXXL
83,164,L
119,193,XXXL
96,190,XXL
86,181,XL
66,161,M
87,155,XL
99,175,XXL
67,155,M
103,199,XXXL
87,185,XL
115,192,XXXL
82,163,L
90,155,XL
59,159,S
75,158,M
83,160,L
57,162,S
72,158,M
73,165,M
69,164,M
69,163,M
100,190,XXL
0,0,XXS
112,191,XXXL
55,160,S
99,184,XXL
79,164,L
86,164,XL
75,165,M
86,185,XL
59,163,S
103,192,XXXL
90,169,XL
55,158,S
60,161,S
89,178,XL
101,191,XXXL
85,160,L
115,195,XXXL
75,165,M
74,159,M
86,184,XL
69,161,M
87,160,XL
112,199,XXXL
101,192,XXXL
82,163,L
55,163,S
107,196,XXXL
88,163,XL
88,163,XL
88,186,XL
0,0,XXS
87,185,XL
60,165,S
108,194,XXXL
99,170,XXL
79,163,L
74,159,M
69,160,M
76,157,L
67,160,M
97,171,XXL
0,0,XXS
81,164,L
76,158,L
66,156,M
90,172,XL
59,156,S
73,165,M
78,157,L
56,155,S
119,191,XXXL
78,161,L
59,158,S
86,156,XL
71,163,M
70,162,M
90,164,XL
85,158,L
111,193,XXXL
69,162,M
76,165,L
58,164,S
57,158,S
107,198,XXXL
87,162,XL
83,160,L
0,0,XXS
80,165,L
0,0,XXS
118,200,XXXL
89,184,XL
69,161,M
55,157,S
69,159,M
89,169,XL
58,157,S
89,159,XL
55,159,S
55,162,S
74,159,M
0,0,XXS
60,161,S
55,155,S
59,162,S
72,156,M
69,164,M
75,160,M
76,155,L
120,199,XXXL
86,170,XL
74,161,M
82,162,L
0,0,XXS
93,170,XXL
55,161,S
69,163,M
57,157,S
74,155,M
60,162,S
60,155,S
115,200,XXXL
110,191,XXXL
69,164,M
72,162,M
57,157,S
0,0,XXS
101,193,XXXL
75,161,M
59,160,S
106,194,XXXL
73,155,M
0,0,XXS
87,185,XL
68,159,M
74,159,M
59,158,S
56,165,S
0,0,XXS
85,164,L
67,158,M
0,0,XXS
112,195,XXXL
59,160,S
67,157,M
78,162,L
70,159,M
88,157,XL
81,164,L
0,0,XXS
84,159,L
89,176,XL
75,164,M
86,188,XL
60,155,S
86,158,XL
67,155,M
103,200,XXXL
77,164,L
81,162,L
84,160,L
77,163,L
0,0,XXS
58,159,S
105,196,XXXL
57,158,S
83,161,L
56,159,S
98,176,XXL
79,162,L
86,174,XL
119,200,XXXL
60,165,S
86,174,XL
83,157,L
66,162,M
99,175,XXL
74,156,M
77,165,L
70,158,M
116,196,XXXL
60,163,S
84,165,L
70,156,M
56,156,S
59,162,S
0,0,XXS
105,192,XXXL
60,163,S
0,0,XXS
72,163,M
116,191,XXXL
66,164,M
106,193,XXXL
56,159,S
108,195,XXXL
75,159,M
105,198,XXXL
0,0,XXS
88,190,XL
85,158,L
83,160,L
79,158,L
78,162,L
83,155,L
88,166,XL
67,160,M
112,195,XXXL
66,159,M
76,165,L
59,160,S
0,0,XXS
80,156,L
67,159,M
70,163,M
68,161,M
92,169,XL
111,199,XXXL
70,164,M
57,164,S
66,162,M
75,158,M
0,0,XXS
70,165,M
55,157,S
105,191,XXXL
60,161,S
70,156,M
55,155,S
109,195,XXXL
103,193,XXXL
110,193,XXXL
55,162,S
104,198,XXXL
70,165,M
92,184,XL
108,194,XXXL
114,198,XXXL
78,164,L
56,159,S
113,191,XXXL
88,179,XL
74,156,M
89,185,XL
75,159,M
116,191,XXXL
74,157,M
89,181,XL
0,0,XXS
92,189,XL
56,160,S
80,163,L
120,198,XXXL
75,164,M
88,163,XL
77,160,L
82,163,L
74,159,M
85,159,L
66,162,M
97,181,XXL
69,165,M
109,195,XXXL
71,163,M
67,160,M
55,165,S
78,163,L
67,157,M
81,162,L
68,158,M
0,0,XXS
92,162,XL
0,0,XXS
0,0,XXS
89,179,XL
83,164,L
100,172,XXL
59,160,S
0,0,XXS
58,156,S
88,180,XL
100,175,XXL
97,175,XXL
0,0,XXS
59,160,S
56,157,S
76,159,L
0,0,XXS
0,0,XXS
86,172,XL
60,163,S
70,165,M
90,176,XL
74,157,M
60,158,S
84,159,L
117,193,XXXL
73,165,M
75,165,M
67,160,M
68,163,M
60,160,S
78,160,L
88,178,XL
106,191,XXXL
58,156,S
0,0,XXS
0,0,XXS
57,165,S
80,160,L
84,163,L
80,161,L
100,180,XXL
104,199,XXXL
108,193,XXXL
104,194,XXXL
76,163,L
59,163,S
0,0,XXS
70,164,M
56,157,S
59,155,S
74,158,M
94,183,XXL
91,180,XL
60,159,S
96,175,XXL
88,160,XL
76,160,L
55,160,S
84,161,L
85,165,L
95,188,XXL
69,160,M
88,169,XL
66,165,M
56,165,S
73,158,M
0,0,XXS
77,164,L
0,0,XXS
84,159,L
71,164,M
115,195,XXXL
57,165,S
71,165,M
100,181,XXL
77,160,L
92,165,XL
56,159,S
59,164,S
99,183,XXL
68,161,M
93,187,XXL
110,196,XXXL
119,198,XXXL
81,163,L
104,198,XXXL
99,185,XXL
98,171,XXL
99,172,XXL
103,198,XXXL
69,157,M
68,162,M
107,194,XXXL
0,0,XXS
56,163,S
96,173,XXL
70,159,M
84,163,L
103,194,XXXL
85,165,L
71,165,M
77,160,L
78,157,L
69,157,M
112,195,XXXL
84,155,L
74,158,M
104,191,XXXL
107,200,XXXL
109,191,XXXL
55,165,S
0,0,XXS
91,179,XL
100,190,XXL
76,158,L
85,162,L
77,163,L
91,157,XL
116,191,XXXL
57,155,S
89,163,XL
76,160,L
105,200,XXXL
112,191,XXXL
90,171,XL
79,165,L
98,189,XXL
90,157,XL
75,165,M
84,165,L
92,168,XL
67,158,M
60,158,S
72,158,M
81,159,L
91,186,XL
96,177,XXL
107,194,XXXL
71,165,M
57,165,S
81,159,L
91,169,XL
95,176,XXL
56,162,S
92,159,XL
84,160,L
96,185,XXL
0,0,XXS
99,173,XXL
101,193,XXXL
90,164,XL
73,161,M
75,161,M
98,177,XXL
86,185,XL
100,180,XXL
60,161,S
57,164,S
59,159,S
67,159,M
55,161,S
110,192,XXXL
90,182,XL
66,160,M
92,164,XL
82,165,L
100,175,XXL
91,157,XL
0,0,XXS
117,193,XXXL
81,161,L
103,198,XXXL
66,157,M
56,165,S
79,156,L
57,159,S
57,161,S
99,172,XXL
57,158,S
111,197,XXXL
58,156,S
114,193,XXXL
73,157,M
0,0,XXS
71,157,M
56,161,S
56,155,S
71,165,M
81,160,L
112,191,XXXL
70,160,M
99,178,XXL
104,193,XXXL
105,197,XXXL
86,181,XL
113,197,XXXL
112,195,XXXL
82,160,L
102,194,XXXL
56,155,S
85,161,L
88,166,XL
86,189,XL
57,156,S
73,164,M
79,163,L
82,165,L
86,165,XL
72,159,M
81,159,L
59,155,S
85,155,L
0,0,XXS
83,164,L
114,192,XXXL
57,162,S
103,199,XXXL
88,176,XL
86,164,XL
0,0,XXS
0,0,XXS
109,198,XXXL
84,160,L
116,197,XXXL
60,160,S
76,162,L
111,193,XXXL
70,159,M
78,162,L
55,155,S
88,185,XL
71,158,M
91,172,XL
60,155,S
55,155,S
75,158,M
107,197,XXXL
95,189,XXL
90,188,XL
109,199,XXXL
77,160,L
0,0,XXS
74,156,M
68,155,M
0,0,XXS
87,160,XL
70,158,M
111,195,XXXL
57,163,S
78,155,L
87,158,XL
86,190,XL
81,158,L
103,198,XXXL
88,178,XL
68,159,M
97,174,XXL
0,0,XXS
84,162,L
0,0,XXS
113,200,XXXL
114,199,XXXL
107,193,XXXL
69,162,M
77,156,L
81,163,L
104,195,XXXL
92,169,XL
98,172,XXL
115,193,XXXL
83,155,L
86,179,XL
71,157,M
0,0,XXS
66,157,M
57,156,S
80,165,L
0,0,XXS
75,158,M
55,157,S
80,155,L
0,0,XXS
56,161,S
101,192,XXXL
66,161,M
102,194,XXXL
108,194,XXXL
93,181,XXL
86,159,XL
69,161,M
89,170,XL
118,199,XXXL
99,186,XXL
105,198,XXXL
58,164,S
75,157,M
120,199,XXXL
76,157,L
80,158,L
0,0,XXS
100,186,XXL
103,198,XXXL
84,157,L
86,163,XL
85,159,L
116,191,XXXL
97,190,XXL
77,163,L
56,162,S
69,157,M
114,192,XXXL
84,160,L
89,190,XL
68,161,M
78,155,L
86,176,XL
55,157,S
78,164,L
115,199,XXXL
60,162,S
114,200,XXXL
59,159,S
87,156,XL
106,195,XXXL
81,160,L
84,160,L
71,156,M
90,169,XL
115,200,XXXL
89,183,XL
90,187,XL
112,192,XXXL
76,165,L
96,189,XXL
109,194,XXXL
97,182,XXL
116,200,XXXL
98,180,XXL
70,157,M
98,176,XXL
66,160,M
55,157,S
74,165,M
103,200,XXXL
70,159,M
88,155,XL
80,158,L
77,158,L
56,156,S
92,183,XL
0,0,XXS
72,157,M
98,182,XXL
89,168,XL
106,194,XXXL
57,160,S
0,0,XXS
91,174,XL
73,155,M
60,160,S
110,191,XXXL
56,162,S
66,160,M
71,164,M
91,164,XL
70,164,M
73,157,M
56,157,S
72,158,M
67,163,M
76,164,L
92,185,XL
74,159,M
100,186,XXL
73,155,M
73,162,M
113,196,XXXL
88,164,XL
71,165,M
55,161,S
55,156,S
88,162,XL
56,157,S
59,158,S
70,158,M
57,156,S
60,158,S
100,171,XXL
90,170,XL
85,158,L
89,157,XL
86,168,XL
58,162,S
88,161,XL
60,162,S
109,200,XXXL
115,193,XXXL
69,163,M
60,160,S
111,192,XXXL
88,161,XL
56,165,S
112,197,XXXL
80,162,L
94,171,XXL
71,160,M
68,157,M
82,156,L
80,157,L
71,163,M
77,164,L
71,156,M
69,164,M
93,180,XXL
0,0,XXS
80,162,L
0,0,XXS
105,197,XXXL
58,161,S
66,161,M
58,156,S
72,162,M
60,158,S
86,168,XL
92,167,XL
108,196,XXXL
94,178,XXL
66,156,M
83,156,L
55,162,S
58,160,S
60,160,S
67,157,M
98,188,XXL
77,165,L
87,184,XL
0,0,XXS
102,194,XXXL
0,0,XXS
68,155,M
93,184,XXL
106,198,XXXL
60,158,S
70,155,M
113,197,XXXL
68,159,M
87,167,XL
69,163,M
0,0,XXS
98,189,XXL
0,0,XXS
92,160,XL
113,200,XXXL
75,160,M
0,0,XXS
0,0,XXS
88,184,XL
72,165,M
93,189,XXL
58,164,S
85,164,L
76,165,L
55,157,S
58,156,S
119,198,XXXL
84,158,L
73,164,M
56,164,S
75,160,M
82,165,L
80,163,L
74,156,M
57,158,S
105,195,XXXL
67,162,M
115,192,XXXL
69,161,M
58,162,S
60,157,S
83,156,L
58,160,S
110,192,XXXL
70,161,M
69,161,M
70,157,M
67,155,M
84,156,L
55,162,S
69,160,M
68,160,M
0,0,XXS
89,167,XL
66,161,M
72,162,M
58,159,S
0,0,XXS
89,156,XL
68,162,M
98,174,XXL
101,193,XXXL
84,159,L
77,158,L
60,156,S
58,162,S
117,192,XXXL
109,194,XXXL
90,186,XL
79,165,L
106,199,XXXL
68,157,M
0,0,XXS
69,158,M
89,183,XL
84,165,L
103,193,XXXL
98,179,XXL
92,156,XL
69,163,M
104,191,XXXL
92,178,XL
118,197,XXXL
74,161,M
55,157,S
114,197,XXXL
67,163,M
110,200,XXXL
0,0,XXS
73,156,M
68,157,M
120,199,XXXL
82,162,L
72,159,M
75,157,M
108,196,XXXL
0,0,XXS
97,180,XXL
87,159,XL
66,155,M
68,160,M
70,158,M
70,157,M
82,159,L
55,157,S
102,192,XXXL
89,169,XL
67,156,M
0,0,XXS
84,160,L
88,158,XL
87,159,XL
73,160,M
66,155,M
59,165,S
56,155,S
92,187,XL
59,161,S
58,158,S
59,165,S
90,181,XL
86,174,XL
58,161,S
0,0,XXS
67,156,M
68,163,M
0,0,XXS
70,159,M
82,165,L
89,175,XL
71,165,M
80,159,L
58,165,S
85,159,L
79,155,L
89,173,XL
88,167,XL
70,164,M
113,200,XXXL
87,179,XL
58,159,S
0,0,XXS
58,155,S
111,195,XXXL
74,157,M
69,164,M
80,157,L
95,176,XXL
101,192,XXXL
79,156,L
59,157,S
74,165,M
0,0,XXS
88,165,XL
0,0,XXS
0,0,XXS
79,165,L
60,164,S
74,155,M
57,158,S
91,165,XL
117,192,XXXL
98,185,XXL
60,162,S
108,192,XXXL
60,158,S
68,162,M
97,175,XXL
0,0,XXS
105,196,XXXL
84,161,L
0,0,XXS
88,189,XL
81,157,L
72,162,M
80,155,L
113,191,XXXL
59,165,S
66,157,M
89,168,XL
80,158,L
90,164,XL
60,156,S
58,156,S
0,0,XXS
108,194,XXXL
56,161,S
91,175,XL
59,162,S
88,190,XL
55,158,S
108,196,XXXL
92,160,XL
108,191,XXXL
101,195,XXXL
58,159,S
87,186,XL
77,157,L
76,159,L
78,162,L
95,187,XXL
0,0,XXS
82,165,L
88,156,XL
58,159,S
57,165,S
80,157,L
56,161,S
89,188,XL
55,162,S
60,156,S
92,169,XL
57,158,S
77,164,L
70,160,M
114,195,XXXL
108,197,XXXL
104,196,XXXL
70,155,M
88,162,XL
109,192,XXXL
70,165,M
106,196,XXXL
0,0,XXS
67,157,M
82,155,L
111,198,XXXL
92,181,XL
60,163,S
57,163,S
90,173,XL
59,162,S
56,161,S
106,194,XXXL
78,159,L
120,196,XXXL
107,196,XXXL
109,199,XXXL
66,158,M
59,164,S
84,164,L
0,0,XXS
56,156,S
58,158,S
58,165,S
74,161,M
70,163,M
89,187,XL
102,199,XXXL
106,197,XXXL
56,165,S
94,172,XXL
101,198,XXXL
60,163,S
57,162,S
87,178,XL
67,155,M
83,164,L
84,156,L
89,183,XL
0,0,XXS
60,162,S
98,180,XXL
92,164,XL
67,156,M
74,158,M
66,158,M
0,0,XXS
68,163,M
0,0,XXS
91,164,XL
87,168,XL
69,156,M
70,157,M
76,157,L
75,159,M
120,191,XXXL
0,0,XXS
75,160,M
105,191,XXXL
85,164,L
113,195,XXXL
114,192,XXXL
0,0,XXS
72,155,M
80,158,L
112,199,XXXL
74,161,M
100,190,XXL
110,193,XXXL
71,157,M
97,173,XXL
87,178,XL
87,179,XL
91,188,XL
71,155,M
113,198,XXXL
94,188,XXL
96,184,XXL
0,0,XXS
86,189,XL
116,198,XXXL
72,162,M
99,174,XXL
92,189,XL
70,165,M
102,196,XXXL
117,193,XXXL
88,180,XL
81,156,L
90,158,XL
84,155,L
87,173,XL
116,191,XXXL
90,158,XL
96,184,XXL
87,167,XL
55,159,S
103,196,XXXL
116,192,XXXL
115,192,XXXL
60,158,S
55,163,S
68,162,M
58,160,S
66,156,M
70,164,M
83,157,L
84,162,L
111,194,XXXL
72,157,M
70,156,M
57,165,S
68,161,M
73,158,M
75,162,M
89,166,XL
95,173,XXL
86,179,XL
84,158,L
87,165,XL
69,165,M
67,161,M
57,155,S
113,194,XXXL
76,163,L
60,159,S
86,186,XL
69,156,M
82,163,L
71,156,M
60,160,S
60,162,S
108,196,XXXL
71,160,M
74,164,M
76,164,L
111,195,XXXL
0,0,XXS
119,197,XXXL
68,162,M
73,160,M
60,163,S
104,197,XXXL
56,159,S
110,191,XXXL
59,160,S
67,157,M
60,156,S
72,160,M
99,185,XXL
67,164,M
115,194,XXXL
80,159,L
73,155,M
76,164,L
75,162,M
91,165,XL
55,160,S
60,159,S
69,155,M
95,178,XXL
56,165,S
67,157,M
117,194,XXXL
75,157,M
116,197,XXXL
59,162,S
59,163,S
72,157,M
66,159,M
112,200,XXXL
58,157,S
91,162,XL
0,0,XXS
98,174,XXL
57,163,S
107,196,XXXL
106,193,XXXL
77,155,L
117,193,XXXL
57,157,S
72,157,M
67,159,M
89,172,XL
58,159,S
68,158,M
85,163,L
69,156,M
0,0,XXS
70,158,M
95,188,XXL
83,156,L
81,161,L
86,156,XL
84,162,L
80,160,L
92,157,XL
66,164,M
70,164,M
57,163,S
86,173,XL
58,161,S
93,190,XXL
73,157,M
70,165,M
88,162,XL
108,192,XXXL
75,162,M
78,165,L
58,156,S
71,156,M
55,161,S
89,185,XL
73,162,M
57,156,S
91,174,XL
0,0,XXS
55,161,S
0,0,XXS
77,158,L
95,174,XXL
57,165,S
80,157,L
72,160,M
86,169,XL
73,160,M
118,193,XXXL
119,199,XXXL
93,170,XXL
75,157,M
0,0,XXS
77,160,L
56,162,S
75,157,M
56,163,S
60,159,S
0,0,XXS
57,156,S
106,191,XXXL
58,156,S
92,179,XL
107,200,XXXL
71,165,M
115,197,XXXL
55,160,S
66,160,M
83,165,L
0,0,XXS
74,162,M
71,161,M
84,160,L
112,193,XXXL
60,159,S
98,179,XXL
82,157,L
77,165,L
0,0,XXS
59,161,S
69,160,M
82,164,L
59,156,S
75,156,M
89,175,XL
78,161,L
117,198,XXXL
58,157,S
68,157,M
95,185,XXL
69,155,M
100,186,XXL
112,192,XXXL
96,174,XXL
109,199,XXXL
59,156,S
95,176,XXL
57,155,S
0,0,XXS
73,156,M
83,158,L
88,167,XL
117,200,XXXL
69,159,M
82,165,L
71,155,M
76,165,L
103,197,XXXL
86,174,XL
56,161,S
59,162,S
120,192,XXXL
59,163,S
105,196,XXXL
66,163,M
66,165,M
69,162,M
74,165,M
80,157,L
58,155,S
57,165,S
84,161,L
120,195,XXXL
106,196,XXXL
87,190,XL
0,0,XXS
96,187,XXL
92,176,XL
78,165,L
75,155,M
77,162,L
71,156,M
92,182,XL
102,194,XXXL
55,160,S
105,200,XXXL
90,175,XL
0,0,XXS
59,160,S
0,0,XXS
73,159,M
69,164,M
66,163,M
91,166,XL
69,156,M
79,163,L
72,163,M
60,162,S
78,164,L
79,165,L
72,156,M
89,183,XL
70,159,M
104,194,XXXL
72,156,M
103,192,XXXL
115,196,XXXL
72,159,M
55,162,S
70,163,M
115,197,XXXL
75,157,M
75,165,M
0,0,XXS
66,162,M
59,160,S
84,161,L
71,160,M
112,193,XXXL
86,171,XL
77,160,L
111,198,XXXL
60,165,S
74,157,M
67,158,M
88,187,XL
71,162,M
97,186,XXL
106,200,XXXL
56,159,S
87,163,XL
70,162,M
75,162,M
81,159,L
60,161,S
75,156,M
86,178,XL
81,158,L
87,158,XL
118,200,XXXL
0,0,XXS
118,193,XXXL
86,184,XL
66,158,M
67,161,M
71,156,M
74,158,M
102,198,XXXL
68,160,M
72,158,M
105,194,XXXL
81,155,L
67,161,M
88,179,XL
88,178,XL
70,155,M
119,191,XXXL
67,163,M
94,173,XXL
100,175,XXL
55,165,S
78,158,L
57,163,S
60,160,S
87,155,XL
82,155,L
107,198,XXXL
55,165,S
57,157,S
91,179,XL
76,156,L
97,178,XXL
78,155,L
76,163,L
116,197,XXXL
55,159,S
86,170,XL
92,185,XL
75,165,M
95,190,XXL
68,161,M
0,0,XXS
59,165,S
110,200,XXXL
55,160,S
86,190,XL
87,167,XL
0,0,XXS
0,0,XXS
79,155,L
0,0,XXS
0,0,XXS
66,163,M
70,162,M
92,190,XL
60,156,S
55,156,S
91,172,XL
72,160,M
90,190,XL
73,157,M
86,186,XL
81,160,L
55,163,S
99,175,XXL
74,162,M
120,191,XXXL
88,170,XL
88,157,XL
0,0,XXS
55,165,S
87,163,XL
78,161,L
113,196,XXXL
87,158,XL
87,162,XL
92,172,XL
113,200,XXXL
0,0,XXS
99,181,XXL
74,156,M
59,163,S
69,156,M
66,162,M
90,163,XL
91,175,XL
81,164,L
84,165,L
59,164,S
96,178,XXL
75,165,M
71,164,M
73,155,M
73,162,M
78,162,L
77,160,L
57,164,S
55,164,S
0,0,XXS
104,192,XXXL
92,181,XL
69,162,M
89,165,XL
59,165,S
0,0,XXS
56,158,S
96,171,XXL
79,165,L
86,175,XL
105,196,XXXL
0,0,XXS
69,158,M
116,193,XXXL
82,162,L
58,165,S
86,190,XL
96,185,XXL
78,163,L
67,158,M
55,157,S
66,162,M
57,161,S
92,189,XL
59,160,S
0,0,XXS
69,164,M
113,194,XXXL
80,164,L
72,165,M
114,196,XXXL
67,163,M
66,163,M
72,159,M
101,198,XXXL
66,161,M
55,158,S
75,159,M
89,187,XL
75,160,M
106,191,XXXL
60,161,S
88,180,XL
119,198,XXXL
73,162,M
57,163,S
67,158,M
57,162,S
66,165,M
60,155,S
90,178,XL
0,0,XXS
55,163,S
70,161,M
81,163,L
72,165,M
0,0,XXS
88,184,XL
69,161,M
0,0,XXS
68,165,M
78,163,L
78,156,L
69,162,M
91,157,XL
83,160,L
60,160,S
73,165,M
56,158,S
110,196,XXXL
70,161,M
75,156,M
55,161,S
106,200,XXXL
79,163,L
113,191,XXXL
80,162,L
78,162,L
55,159,S
114,194,XXXL
59,155,S
69,157,M
0,0,XXS
100,175,XXL
83,161,L
55,157,S
102,198,XXXL
100,170,XXL
89,187,XL
71,158,M
77,161,L
87,174,XL
73,162,M
112,199,XXXL
0,0,XXS
93,184,XXL
0,0,XXS
72,165,M
74,161,M
60,163,S
79,157,L
74,159,M
74,155,M
70,163,M
92,188,XL
100,186,XXL
110,194,XXXL
87,157,XL
57,164,S
59,163,S
86,169,XL
90,185,XL
83,160,L
0,0,XXS
84,163,L
111,193,XXXL
0,0,XXS
57,163,S
60,156,S
60,164,S
86,176,XL
71,163,M
56,164,S
89,155,XL
58,160,S
55,156,S
87,181,XL
58,155,S
58,161,S
55,155,S
113,193,XXXL
58,160,S
120,191,XXXL
0,0,XXS
73,162,M
87,187,XL
72,162,M
77,158,L
83,165,L
0,0,XXS
55,155,S
77,160,L
80,163,L
80,158,L
68,161,M
110,199,XXXL
66,162,M
59,159,S
99,187,XXL
76,164,L
75,162,M
77,160,L
98,187,XXL
71,162,M
83,157,L
106,191,XXXL
92,166,XL
86,168,XL
0,0,XXS
79,163,L
71,158,M
80,165,L
0,0,XXS
75,159,M
110,198,XXXL
58,157,S
60,160,S
56,162,S
82,164,L
58,158,S
80,162,L
108,199,XXXL
55,160,S
107,194,XXXL
79,155,L
60,160,S
88,168,XL
0,0,XXS
117,194,XXXL
119,196,XXXL
89,156,XL
88,177,XL
73,157,M
83,165,L
81,160,L
98,182,XXL
0,0,XXS
107,191,XXXL
92,168,XL
91,174,XL
86,182,XL
75,158,M
59,155,S
55,156,S
76,155,L
60,156,S
111,196,XXXL
89,187,XL
104,194,XXXL
87,158,XL
56,165,S
118,197,XXXL
81,165,L
109,200,XXXL
76,162,L
58,165,S
58,163,S
117,197,XXXL
0,0,XXS
0,0,XXS
59,158,S
87,185,XL
71,160,M
67,156,M
89,175,XL
97,189,XXL
112,191,XXXL
0,0,XXS
88,187,XL
72,164,M
57,158,S
75,159,M
81,165,L
95,177,XXL
57,159,S
98,176,XXL
78,165,L
0,0,XXS
91,181,XL
59,165,S
86,157,XL
120,196,XXXL
80,162,L
92,182,XL
0,0,XXS
107,193,XXXL
69,158,M
96,177,XXL
55,163,S
72,158,M
59,164,S
58,158,S
112,198,XXXL
91,155,XL
66,162,M
86,174,XL
116,193,XXXL
71,160,M
67,165,M
0,0,XXS
79,160,L
0,0,XXS
55,163,S
72,155,M
79,158,L
89,189,XL
93,184,XXL
93,176,XXL
70,155,M
58,165,S
118,200,XXXL
60,161,S
90,182,XL
120,196,XXXL
69,164,M
69,162,M
87,156,XL
105,191,XXXL
66,157,M
102,200,XXXL
106,196,XXXL
88,186,XL
102,194,XXXL
58,155,S
100,176,XXL
74,160,M
0,0,XXS
79,164,L
86,170,XL
59,164,S
73,155,M
84,156,L
75,163,M
0,0,XXS
0,0,XXS
72,164,M
105,200,XXXL
70,162,M
98,183,XXL
96,184,XXL
60,163,S
92,174,XL
60,163,S
68,160,M
107,192,XXXL
103,199,XXXL
74,161,M
85,160,L
70,161,M
0,0,XXS
76,164,L
69,157,M
99,186,XXL
66,157,M
102,197,XXXL
66,163,M
72,155,M
73,162,M
93,176,XXL
85,165,L
113,194,XXXL
0,0,XXS
92,166,XL
95,183,XXL
97,188,XXL
104,195,XXXL
117,198,XXXL
75,164,M
71,156,M
58,164,S
116,200,XXXL
0,0,XXS
73,157,M
71,163,M
0,0,XXS
77,162,L
76,165,L
67,164,M
60,165,S
116,192,XXXL
60,157,S
0,0,XXS
75,155,M
56,165,S
59,156,S
76,160,L
58,155,S
114,199,XXXL
81,157,L
92,178,XL
84,162,L
100,172,XXL
69,163,M
59,160,S
55,158,S
74,160,M
75,158,M
109,194,XXXL
90,187,XL
76,156,L
112,193,XXXL
